month,date,congress_support,consumer_confidence,crime_perception,exchange_rate,fiscal_balance,gdp,gdp_growth,government_approval,inequality,inflation,inflation_lag1,institutional_confidence,interest_rate,political_stability,poverty,protest_level,public_debt,real_wage,reserves,social_tension,unemployment,regime_mode,shocks_active,events
1,1983-12,51.964674228276266,37.95544924027233,48.076104659684184,102.13662015581266,-16.65644621501078,99.18821547514133,-1.4317741753768032,1.554253928421309,43.25182111799001,16.859835030657955,17.7,57.539656418039925,236.39999999999998,98.50167852782216,39.13339378016675,11.35341715377827,57.45814343704585,91.5049367675105,7500.767323897113,50.51458928014731,9.798051937689245,democracy,,
2,1984-01,51.26332679671079,31.051588405828547,47.725867317076386,104.31889176852758,-5.267154038431437,99.19680582421272,-0.9710487093604157,0.0,44.58850158517041,17.483837855706756,16.859835030657955,41.647153285923885,218.39999999999998,96.96484136992171,47.784265929933596,29.717491714937978,53.48298350891703,82.71851660927034,4811.183320285104,66.48556466453908,10.117437286797005,democracy,sovereign_default,agreement_honored:gov_buenos_aires:restore_transfers
3,1984-02,54.112767352539315,26.691555786191692,48.714796298298715,106.54779023637434,-4.985591815679317,99.26430100785325,-0.4338652533787841,0.0,45.97718773774536,17.684664481014327,17.483837855706756,36.12054398968918,208.31802036789546,91.75047651518196,55.987527433376385,47.939847560073034,49.70427977622504,74.30094782841294,3303.663509280438,84.18902781441504,10.328028609722448,democracy,sovereign_default,agreement_honored:gov_buenos_aires:restore_transfers
4,1984-03,52.94914149055569,23.36936333332307,50.84641667406361,126.22275363619676,-5.2393412159704305,99.28485477983051,-0.22907874392009886,0.0,47.432766449911234,18.143943868109623,17.684664481014327,30.62836137932537,215.8060542684811,84.80498937095729,63.78410310797875,53.18432916132921,50.21060221574952,66.58932848131343,2879.847264485034,100.0,10.62098649071011,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption|fx_regime_exit
5,1984-04,63.77412232668835,18.125233619739596,74.15184813222521,150.237245450567,-2.819681618516647,99.50760530376974,0.6573641085668955,39.85544136321699,48.19167265695762,18.478986421739386,18.143943868109623,16.073154894592395,218.21597377217194,86.18021677448432,62.76518868414601,55.53079935955085,50.4701259571635,82.58739307915504,2532.337217538605,100.0,10.500084387807464,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_buenos_aires:restore_transfers|fx_vector_switch:float
6,1984-05,54.11063046798721,13.733280624389453,91.11456395168311,179.7450516591908,-5.769411087723053,98.98101322866648,-1.3904738850283747,64.33438396716879,48.76131088758067,18.522854261313384,18.478986421739386,1.9563160183031427,223.72732641731548,90.0301982246662,61.47979883482714,63.988478985584834,51.5001128933476,102.99954709349073,2093.7148896618596,100.0,10.698539582736085,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_buenos_aires:restore_transfers
7,1984-06,59.189315094348714,10.864617993943355,100.0,215.64673612306441,-3.9938155211288544,99.16544638770718,-0.2956196875927043,77.55222125896991,49.095888669709964,18.882779754624487,18.522854261313384,0.0,227.74783706087263,95.40871995423245,59.7813283113099,51.560372243447695,52.017874735050185,129.2728394991063,1604.78070090457,100.0,10.590784097805626,democracy,sovereign_default,
8,1984-07,60.00413212562682,8.790078135262899,100.0,259.7686447058586,-6.738400603710678,98.17407765078507,-3.6144589041924493,82.03860294329164,49.133710901723454,18.76494506640381,18.882779754624487,0.0,228.2742511357606,100.0,57.57332132404234,72.63635507254034,53.54037348389249,161.78748495439083,1113.5014644478397,94.70591224856163,10.985427500518643,democracy,sovereign_default,
9,1984-08,70.38256503537664,8.733502118224752,100.0,312.80006652636916,-3.153622325677514,98.44771993097713,-1.5111603825131992,92.09781372216585,48.79715193184599,19.176148252226007,18.76494506640381,0.0,232.59335705549384,100.0,54.615850088856504,45.32373231778385,53.9855485156652,200.0,612.6739560304709,89.17528937862009,10.851560455823604,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption
10,1984-09,60.943937169717906,10.282524003395885,100.0,472.870200703297,-4.657830705046393,98.35928129959444,-1.379618319114626,95.85564441582837,48.03772098144532,19.304647359195837,19.176148252226007,0.0,231.17934079684574,100.0,50.84986628858289,32.92913627617968,54.86325913133017,200.0,1588.782830113787,76.20520704070722,10.90007179226325,democracy,sovereign_default,agreement_honored:gov_rio_negro:restore_transfers|forced_devaluation
11,1984-10,72.24314867982548,10.013333827177004,100.0,572.3380608499303,-5.472126958910376,98.10916885172938,-1.868462269962479,96.7107983196319,47.47384470497777,24.43320182156439,19.304647359195837,0.0,236.11377902671208,100.0,47.59250852586885,35.866568589883116,54.52657393745327,200.0,1090.7787372782084,67.1734326523153,11.015621008233067,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption
12,1984-11,72.21885848144838,10.05101380468344,100.0,723.6849703012724,-5.660322624637259,97.77570985507239,-2.508895732910933,97.77435619297682,46.85957125641047,23.353946151235522,24.43320182156439,0.0,237.65576831035003,100.0,44.55852658150418,40.43262498800074,56.02594250176465,200.0,484.49725934786846,62.67227486818058,11.162861752973633,democracy,sovereign_default,agreement_honored:gov_rio_negro:restore_transfers
13,1984-12,70.7840534113753,11.02707899368342,100.0,906.0208340241167,-4.665876610507691,97.91675808499186,-1.2327618228550494,100.0,46.01209730337051,23.34960853766331,23.353946151235522,0.0,299.1984218587727,100.0,41.19128268463882,22.050892139644912,56.85102621436761,200.0,0.0,54.27316752472457,11.102454017967768,democracy,sovereign_default,hyperinflation
