month,date,congress_support,consumer_confidence,crime_perception,exchange_rate,fiscal_balance,gdp,gdp_growth,government_approval,inequality,inflation,inflation_lag1,institutional_confidence,interest_rate,political_stability,poverty,protest_level,public_debt,real_wage,reserves,social_tension,unemployment,regime_mode,shocks_active,events
1,2015-12,31.13214675672272,44.51206977331889,46.71426978108916,102.72334513092683,-1.8590485788396238,100.32336628344076,2.1695309632533233,42.827110489984385,42.59384656237684,3.4094863966587425,3.284400000000365,58.67711891428867,28.53522081599817,86.97076623602773,29.306775455611543,0.0,40.350197188296384,98.45034996078341,25454.417908553405,45.48211127285202,9.23781635325857,democracy,,
2,2016-01,33.796360615023836,40.14257841429313,44.307191898326344,105.52085634887509,-3.636282617754168,100.4200900975489,1.8676014481726497,39.638635526861336,43.192907282162984,3.4937912631803765,3.4094863966587425,56.3202092948903,45.41280000000438,84.94636757642404,27.318729388277188,0.0,40.45888002067246,98.12315300461701,26166.087752196414,53.35060829815356,9.227962261380652,democracy,,
3,2016-02,32.891523127261415,37.306018187452885,42.514275930444995,108.39455345236446,-3.0209705236062963,100.59568999885582,1.9429259768091756,37.40195385439445,43.79809178221753,3.6113638021533654,3.4937912631803765,53.94949433015517,46.91383675990491,82.9386473159755,25.9956282265126,1.9912604526466806,40.46023781417864,97.8363967987233,26729.341679654353,58.201280771867815,9.200617808315382,democracy,,
4,2016-03,29.838550481738245,35.182146533903,41.208192159753565,111.34651124599931,-4.144853547661093,100.74254463458969,1.8898345502701313,34.07823497202297,44.406610623873604,3.6562710333335646,3.6113638021533654,52.10560495662756,47.925495158164516,80.90469192333278,25.164158902357524,6.108426718180288,40.55784437182414,97.57770071847553,27193.827188231295,61.946599548069806,9.180303564060981,democracy,,agreement_broken:gov_cordoba:restore_transfers:government
5,2016-04,29.56067407784665,26.659917953337132,40.442836296206565,114.37886103847411,-11.057072115134227,100.06040284906767,-1.0259642755581928,24.194128080220107,45.01677994427946,3.608247319239739,3.6562710333335646,50.28074440391028,49.336365625840386,78.69190945454255,24.798284472058555,12.445285574082654,41.5744412287455,97.14170630496109,27473.298082719506,66.97286103913713,9.845853863670651,democracy,epidemic,
6,2016-05,30.354989274139548,18.19208963155778,40.081090550453034,117.49379218137496,-7.754801732564142,99.65836625952025,-2.1330924864191907,16.044798330850266,45.64859410668459,4.068423125683036,3.608247319239739,37.84016531826862,49.87525240000278,76.28917398822841,24.727946388818044,19.758104855920926,42.10811394281988,96.38492277874839,28004.281896668257,71.42403983435794,9.936650127254566,democracy,epidemic|sovereign_default,
7,2016-06,28.546095478762634,16.494985544915107,40.03556268601271,120.69355364988772,-2.0460558909012283,99.98135232694528,-0.3054053952476088,10.348338773753406,46.29397526324248,4.309909236357734,4.068423125683036,36.047860712171904,49.29896783087687,73.86232389587548,24.858112160847188,27.314394656958292,41.80811292237119,95.64685477805587,28438.039760294756,75.56194548847414,9.862141092665999,democracy,sovereign_default,agreement_broken:gov_cordoba:restore_transfers:government
8,2016-07,28.58852186763476,15.540093901678581,40.230282329242556,123.98045566655449,-3.4238126054267957,100.00201309752512,-0.13930652053656378,5.699904475993492,46.937089231095946,4.190408741999707,4.309909236357734,34.4126183765215,54.821077508196424,71.38048742349653,25.114828122509376,34.56052129404283,41.77811534455152,95.34595893176059,28714.68101587653,79.22683908814044,9.857429746441653,democracy,sovereign_default,agreement_broken:gov_cordoba:restore_transfers:government
9,2016-08,37.033037652731444,12.987836705492539,40.60626783754211,127.3568713692505,-5.917075201233221,99.77041566435665,-0.9207103244765333,2.602670246253324,47.58075923919195,4.175225565610426,4.190408741999707,32.851097510951064,57.71891083629281,68.88026273927282,25.461000209653523,41.313634808742194,42.06467589831047,95.18730480430241,29103.42377683773,82.52353822517536,9.90965188961212,democracy,flood|sovereign_default,agreement_broken:gov_cordoba:restore_transfers:actor|agreement_broken:gov_cordoba:restore_transfers:actor
10,2016-09,28.5545221809352,11.131041163671737,41.116391216609145,130.82523852458573,-4.716250051265709,99.69308457173123,-0.9223433285350077,0.6448163170067225,48.23146985678696,4.307957751574887,4.175225565610426,31.2526919102064,56.28490490399648,66.5167870466481,25.882596199930166,47.524313238157355,42.157019581346965,94.84933726243499,30480.159359702102,85.53738995063617,9.926155351240565,democracy,commodity_boom|flood|sovereign_default,agreement_broken:biz_agro:tax_exemption:government
