date,value,unit,source_id
1961-01-01,20.3106975336479,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1962-01-01,28.8718416113702,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1963-01-01,25.5911543520647,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1964-01-01,28.774617351760998,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1965-01-01,21.232934917409,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1966-01-01,25.603462419484895,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1967-01-01,29.018262947518203,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1968-01-01,10.2753105424958,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1969-01-01,7.79583005476634,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1970-01-01,6.46787460964742,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1971-01-01,31.2710638868093,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1972-01-01,64.2447859502427,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1973-01-01,65.5352873679864,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1974-01-01,30.630441361711803,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1975-01-01,197.697364498815,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1976-01-01,438.322779813229,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1977-01-01,159.427177687849,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1978-01-01,161.372171992643,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1979-01-01,147.37704407528,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1980-01-01,90.8408016044117,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1981-01-01,106.36409900024,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1982-01-01,207.61768137585,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1983-01-01,382.349434835889,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1984-01-01,606.735941195734,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1985-01-01,625.802140302372,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1986-01-01,74.4614934030764,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1987-01-01,127.08637640659401,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1988-01-01,388.49133895876406,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1989-01-01,3057.6288356732102,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1990-01-01,2076.79347322213,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1991-01-01,132.95322814277398,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1992-01-01,11.920760241953099,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1993-01-01,-1.4666599492073797,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1994-01-01,2.84933971635995,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1995-01-01,3.1651233908266603,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1996-01-01,-0.0523754976274091,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1997-01-01,-0.46391311906163,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1998-01-01,-1.70527964063267,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
1999-01-01,-1.83655838005464,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
2000-01-01,1.03728708352114,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
2001-01-01,-1.09576770277295,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
2002-01-01,30.555204041156998,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
2003-01-01,10.4957030340619,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
2004-01-01,9.220627876393369,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
2005-01-01,8.84047577818971,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
2006-01-01,13.426231279122801,"% anual (deflactor del PIB, World Bank WDI, indicador NY.GDP.DEFL.KD.ZG)",wb_gdp_deflator_mirror
