month,date,congress_support,consumer_confidence,crime_perception,exchange_rate,fiscal_balance,gdp,gdp_growth,government_approval,inequality,inflation,inflation_lag1,institutional_confidence,interest_rate,political_stability,poverty,protest_level,public_debt,real_wage,reserves,social_tension,unemployment,regime_mode,shocks_active,events
1,2019-12,54.903694178931204,52.410961506212175,47.958613824151456,102.91547918455896,-2.8753853019026834,100.08822310499623,-0.5993388059403436,49.063501282285856,41.79423863510762,3.888499467027618,3.74370735513833,61.744882720294584,57.05444771376372,82.4001333759141,32.10100953354993,16.62402062738488,71.97708022871505,103.03978533298275,45426.13558556015,39.76111983448037,10.330147999701067,democracy,,
2,2020-01,55.11471839518913,54.94569947138383,46.33127564119738,105.91595855787389,-2.572667100324532,100.28791867622672,0.30666786229478127,48.344128315223855,41.57408897707686,3.941817351632226,3.888499467027618,60.18000414219952,50.92448826165996,77.96327578676193,29.236397460679463,18.23353917317766,71.67849668499989,105.3232915340598,47434.767529004814,43.20210824929521,10.226814183426187,democracy,,agreement_honored:gov_buenos_aires:restore_transfers
3,2020-02,54.37689167418199,57.264552841812666,44.97613020401945,109.0039162827548,-3.0710626948145716,100.47458165728058,0.8916271224776581,47.71549527210372,41.33699328829375,4.004698015451356,3.941817351632226,58.579617641127,52.661993604331414,74.04565194585541,26.786640709204594,19.70774398755822,71.41063763697495,107.83676591101015,49233.93231686588,45.606851958556646,10.132944218512845,democracy,,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_caba:restore_transfers
4,2020-03,53.21043299589641,59.34514608659569,43.79171134477323,112.1819027723326,-3.4570108180347807,100.67442869960682,1.3480756226296577,47.3252947682948,41.0823152932956,4.069117279193904,4.004698015451356,56.94785997317719,53.30180821958671,70.52780349890642,24.661522469826657,21.027479825415583,71.1447737509963,110.44696226382355,50911.151315838215,47.20195947848282,10.039449343644815,democracy,,agreement_honored:gov_buenos_aires:restore_transfers
5,2020-04,54.767075023434884,57.99181338896256,42.80093783205262,115.45254279650214,-6.297825763946367,100.03561131993784,-1.2626234222005974,41.30201994348935,40.793889386079584,3.7094614813152873,4.069117279193904,55.60523540090692,54.05637618541627,67.19688059666834,22.86644526339908,22.1840591398549,71.83859464525175,113.06192645640503,52257.44138624122,48.21096583524653,10.730238323208809,democracy,epidemic,
6,2020-05,50.5914591230038,56.08316372698929,41.87316346867066,118.8185376497782,-5.7490519414912145,99.5020598781949,-2.7486013499736393,37.12220990174525,40.48048909960217,3.622443009264306,3.7094614813152873,54.838152613317156,54.829407350326846,64.38253777873811,21.26230059413428,23.320035921990044,72.44690527821784,116.00599399790968,54038.626392849714,48.676215484138254,10.859782177736523,democracy,epidemic,agreement_broken:biz_agro:tax_exemption:government|agreement_broken:gov_caba:restore_transfers:government
7,2020-06,52.45525811454838,57.1401545951469,40.94659644234399,122.28266738235483,-3.81555010554896,99.76502678272666,-0.9586506416446263,35.97557206948918,40.15926414642699,3.884644900206505,3.622443009264306,53.875896874945006,50.51353777578345,61.52216261191313,19.79881559226986,24.374915371470063,72.22233773889266,118.6068677358785,55710.63613142593,48.78246779460232,10.717422934283714,democracy,,agreement_broken:gov_buenos_aires:restore_transfers:government
8,2020-07,53.695958306128425,59.249236554198646,40.005332850533414,125.84779309621086,-2.8203517437465617,100.00916914895843,0.22188194867940814,34.729469670534066,39.82334473496691,3.976664295806928,3.884644900206505,52.85093996944239,49.46931611117167,59.21723595935583,18.459177677697323,25.27157429102668,71.89742008591274,120.97726638853142,57239.48190180176,48.59306453300996,10.588295106603113,democracy,,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_buenos_aires:restore_transfers|agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_caba:restore_transfers
9,2020-08,52.629415213407555,60.766367489685635,39.03915163636225,129.51685930815773,-5.75950394234016,100.01595491620141,0.17975300407046765,34.720090303948695,39.46341331426916,3.951485957680591,3.976664295806928,51.360097392701995,52.61573880247806,57.333160831367145,17.20384048591223,26.02467843746583,72.00006933260147,123.7734015796147,58681.229404205544,48.10774466206233,10.545041208620502,democracy,flood,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_buenos_aires:restore_transfers
10,2020-09,53.59282190845918,62.69438925255016,38.033970966698135,133.2928963817816,-4.528871642914096,100.2368520117282,0.9306596814321955,34.26819515423957,39.090230614356905,4.148761418782183,3.951485957680591,49.751958591178116,53.71997154968314,55.62269273502176,15.997749459521721,26.61921620787999,71.77447258067552,126.74411774728226,61430.678372522794,47.457248256678334,10.432658981928011,democracy,commodity_boom|flood,
