group,level,seed,medium_of_exchange,emergence_turn,herfindahl_intermediates,indirect_trade_share,mean_deprivation,inventory_gini
shell_sweep,3.0,6,conchas,77,0.24228550387732067,0.10357356222338726,5.3502,0.31562718600249345
shell_sweep,3.0,7,conchas,61,0.24002696543824012,0.10826957213686723,5.3436900000000005,0.31599019866541445
shell_sweep,3.0,8,conchas,64,0.2371704781603481,0.10212364827872936,5.354065,0.3157790438924229
shell_sweep,3.0,9,conchas,70,0.24715297651808615,0.10321315980923126,5.346760000000001,0.3131144147961764
transport_sweep,0.0,0,conchas,60,0.2419878449355908,0.10247025244508888,5.3591,0.2424452523084349
transport_sweep,0.0,1,conchas,61,0.24664807557130475,0.0963588436359423,5.33729,0.2447151361277114
transport_sweep,0.0,10,conchas,64,0.23988199598675966,0.09923004939101279,5.338475,0.2435885747174294
transport_sweep,0.0,11,conchas,52,0.23697752796605784,0.09214946236180922,5.343505,0.24182559947084822
transport_sweep,0.0,12,conchas,65,0.24445300609907056,0.09276210413915194,5.3557749999999995,0.24470777107218247
transport_sweep,0.0,13,conchas,64,0.24646878498512223,0.10504680645272721,5.340075000000001,0.2402918443521608
transport_sweep,0.0,14,conchas,64,0.24766114507688805,0.09825921982248828,5.347595,0.24229407175162426
transport_sweep,0.0,15,conchas,64,0.23977310925582074,0.08954919778766471,5.3181899999999995,0.24196106574414325
transport_sweep,0.0,16,conchas,54,0.240215454315137,0.09122667108926473,5.34712,0.24239011395580182
transport_sweep,0.0,17,conchas,64,0.24017242916361817,0.10502219803908656,5.365365000000001,0.2400311879146667
transport_sweep,0.0,18,conchas,61,0.24410208395229915,0.08480774268459322,5.33996,0.2411950336656444
transport_sweep,0.0,19,conchas,64,0.24872160023284046,0.09118911926156428,5.354375,0.2430911536185589
transport_sweep,0.0,2,conchas,70,0.24806241915861868,0.10039117620791284,5.344125,0.24342358077278242
transport_sweep,0.0,20,conchas,52,0.23783583302033923,0.10600721334537856,5.350495,0.24195441027386835
transport_sweep,0.0,21,conchas,51,0.24257572952067838,0.10057707587014399,5.3427,0.24231108911131055
transport_sweep,0.0,22,conchas,59,0.23748652199353346,0.09680216473001606,5.35754,0.23893917061945852
transport_sweep,0.0,23,conchas,51,0.2419598011661431,0.09965146475921455,5.30659,0.24525108105905663
transport_sweep,0.0,24,conchas,52,0.25026700343038116,0.09199946347765314,5.342175,0.2419813747302928
