month,date,congress_support,consumer_confidence,crime_perception,exchange_rate,fiscal_balance,gdp,gdp_growth,government_approval,inequality,inflation,inflation_lag1,institutional_confidence,interest_rate,political_stability,poverty,protest_level,public_debt,real_wage,reserves,social_tension,unemployment,regime_mode,shocks_active,events
1,2023-12,46.40137770393146,0.0,48.00310211805109,102.72334513092683,-5.274843392211443,99.99503978771789,-2.6552820718994607,3.3426564459322674,43.430590920851614,24.786999040966574,25.46567498423684,39.0022106616209,159.72828212298887,83.71342491619448,36.95077804005486,3.565114577192679,51.92320159435125,87.85292214952291,22625.26416664681,50.11052383330633,7.742365092884932,democracy,drought,
2,2024-01,53.670064310529725,0.0,46.82140157724643,105.52085634887509,-10.402514019152305,99.29564764712269,-4.281995968091022,0.3666282844297013,44.88852901273661,25.453459556543752,24.786999040966574,21.428834427301613,300.0,80.70005803787038,33.8090002845233,29.53777667713743,47.25214099953559,87.35910117903322,20848.60371928934,65.42168354260596,7.940411494258752,democracy,drought,agreement_honored:gov_caba:restore_transfers
3,2024-02,47.63852320124944,0.0,46.29109726278905,108.39455345236446,-8.09817117902547,98.7351513080893,-4.967580740231351,0.0,46.39277582194647,26.393641171040397,25.453459556543752,0.0,300.0,77.36252463714575,31.961685286321867,51.76767151995267,42.60135297352595,85.50015900480022,16501.048844277822,77.62466904988581,8.104264154674693,democracy,sovereign_default,hyperinflation
