month,date,congress_support,consumer_confidence,crime_perception,exchange_rate,fiscal_balance,gdp,gdp_growth,government_approval,inequality,inflation,inflation_lag1,institutional_confidence,interest_rate,political_stability,poverty,protest_level,public_debt,real_wage,reserves,social_tension,unemployment,regime_mode,shocks_active,events
1,1991-04,59.38651703518573,52.11018800605303,47.78266439189252,100.0,-17.23607706793134,99.12819328108824,3.6293974507741433,34.88634340368185,42.37403838323689,4.751181635282364,5.5,61.52354232007045,138.0,100.0,37.812104287016425,10.740679101828075,60.53406929642328,99.89524800284873,9634.401952519236,44.06622384862388,9.904995865157453,democracy,,
2,1991-05,55.879374382300604,53.72075351321004,46.63606732907232,100.0,1.7426368427423053,99.87502324898009,5.368068886324041,23.662121580675876,42.7924028281112,5.257474955331828,4.751181635282364,49.93009194760585,72.0,100.0,43.765710240275496,10.213723346277709,58.34150523889599,97.26198173790965,7858.871796142526,51.77311517815175,8.896450837341682,democracy,sovereign_default,agreement_honored:gov_buenos_aires:restore_transfers
3,1991-06,41.351957987218555,53.13424660110862,46.46690375697235,100.0,-7.745058510634618,99.67878758040371,3.0579097358036096,5.337479617779401,43.19113754788384,4.786375103856633,5.257474955331828,48.74011829036884,63.01417962338837,100.0,49.025196936825445,14.329546947531412,57.70533524430655,94.56434441471204,7382.337367450144,61.505475723520426,9.589793159795802,democracy,sovereign_default,agreement_honored:gov_cordoba:restore_transfers
4,1991-07,51.67324394075786,52.25330723719424,47.000941845088335,100.0,-6.551631349127357,99.69952425568673,2.2155151613901496,0.9622652066993891,43.59153139159398,4.668565534726564,4.786375103856633,47.61693728477265,69.08969946398193,99.18137503080419,53.53199470408131,19.539812623794337,56.892294098273425,92.30835556464866,6857.424551037353,69.76327632066061,9.889494399244851,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption
5,1991-08,55.41820301369562,51.433396366441244,48.044155517373234,100.0,-5.420273949893518,99.76567272473882,1.790586327735429,0.0,43.992408381541175,4.515779400253434,4.668565534726564,46.56546341475515,63.4365012462796,98.76718978591296,57.44172821964485,24.290894125369025,56.021671543949665,90.05293477104613,6275.81472450452,76.93951318729668,10.105239451440319,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_cordoba:restore_transfers
6,1991-09,52.25963359260462,50.51760061179291,49.48851434481164,100.0,-7.269671065365873,99.71071670988364,1.0557037930676456,0.0,44.38610028466737,4.276764155584177,4.515779400253434,45.62324834968916,62.02278641671877,97.72110247885983,60.96087898315924,29.25541063360494,55.46037967266168,87.9752572099778,5670.0047315087695,83.92842668660558,10.53532494535537,democracy,sovereign_default,
7,1991-10,53.780981264888446,49.70446491935134,51.24889226414779,104.30626277520736,-6.145024894900693,99.69984730260343,0.6997727842650187,0.0,44.7852258245989,4.20484599753755,4.276764155584177,44.73926568407929,60.18935280304121,95.24321228467268,64.1453662438462,35.02709331129474,56.006633849300314,85.94451359494397,5271.66041262403,91.33387889062213,10.88265610030351,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_cordoba:restore_transfers|fx_regime_exit
8,1991-11,54.94401056571006,46.337098489064516,73.58051969692244,108.66834630595102,-3.6192504688437666,100.18645547313066,2.294846734171864,2.2669451409864503,45.120181015839854,4.625004043509412,4.20484599753755,16.856172284780484,57.32116986701012,93.00188668892166,62.60932766093222,49.99435612579175,55.910827719482626,90.95196761046651,5090.227992485069,95.13987519630375,10.642207814067914,democracy,sovereign_default,agreement_honored:gov_cordoba:restore_transfers|fx_vector_switch:float
9,1991-12,40.395109504802086,43.48774047870532,89.68357023437258,114.38673683663473,-4.226813949772495,100.3806340638284,2.3116208174294015,4.544642841485041,45.40840707736465,4.765731763470179,4.625004043509412,13.563604942454859,56.4581519704506,91.29375886917501,61.15181671576086,50.635981755141124,56.293498688222286,95.83742038889397,4751.368866645767,93.84322641575795,10.533321032357826,democracy,sovereign_default,agreement_honored:biz_agro:tax_exemption|agreement_honored:gov_cordoba:restore_transfers
10,1992-01,53.51269652507119,41.163062571261165,100.0,120.64035329694487,-5.172732332970616,100.62658237041425,2.512175157409289,9.311884045657777,45.64142349520579,4.957234422703834,4.765731763470179,12.110382562054928,61.50004852211294,90.03130085132929,59.733765072375824,49.604782696458244,56.73013727046564,101.79322791765034,4502.3300050099315,92.10033612083924,10.406890464227125,democracy,sovereign_default,
